bug_line,signal,is_libc,is_rfsimulator,test_case
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut3/ue_crash_0_20260113_081117.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut3/ue_crash_0_20260113_081130.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut3/ue_crash_1_20260113_081120.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut3/ue_crash_1_20260113_081133.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_469_mut3/ue_crash_0_20260113_123131.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_469_mut3/ue_crash_0_20260113_123152.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_469_mut3/ue_crash_1_20260113_123134.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_469_mut3/ue_crash_1_20260113_123155.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_0_20260113_171501.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_0_20260113_171514.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_0_20260113_171527.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_1_20260113_171504.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_1_20260113_171517.log
/home/openairinterface5g/common/utils/nr/nr_common.c:426,SIGABRT,False,False,c1_compiled_value_range_mac_sch_577_mut3/ue_crash_1_20260113_171530.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_0_20260113_080950.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_0_20260113_081002.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_0_20260113_081015.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_1_20260113_080953.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_1_20260113_081006.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_361_mut1/ue_crash_1_20260113_081018.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_369_mut5/ue_crash_0_20260113_082954.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_369_mut5/ue_crash_0_20260113_083007.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_369_mut5/ue_crash_0_20260113_083020.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/nr_ulsch_coding.c:108,SIGABRT,False,False,c1_compiled_value_range_mac_sch_369_mut5/ue_crash_1_20260113_083011.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_0_20260113_114600.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_0_20260113_114613.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_0_20260113_114625.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_1_20260113_114604.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_1_20260113_114616.log
/home/openairinterface5g/openair1/PHY/NR_UE_TRANSPORT/srs_modulation_nr.c:383,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_453_mut2/ue_crash_1_20260113_114628.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_0_20260113_220434.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_0_20260113_220447.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_0_20260113_220459.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_1_20260113_220438.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_1_20260113_220450.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:179,SIGABRT,False,False,c1_compiled_value_range_mac_sch_695_mut3/ue_crash_1_20260113_220503.log
/home/openairinterface5g/openair1/PHY/nr_phy_common/src/nr_phy_common_csirs.c:42,SIGSEGV,False,False,c1_compiled_value_range_mac_sch_692_mut3/ue_crash_0_20260113_215849.log
